Date,Price,Quantity Sold
Feb 07 2022 18: +0,0.785,929
Feb 07 2022 19: +0,0.794,858
Feb 07 2022 20: +0,0.79,679
Feb 07 2022 21: +0,0.789,533
Feb 07 2022 22: +0,0.783,342
Feb 07 2022 23: +0,0.788,509
Feb 08 2022 00: +0,0.783,306
Feb 08 2022 01: +0,0.78,201
Feb 08 2022 02: +0,0.78,221
Feb 08 2022 03: +0,0.785,352
Feb 08 2022 04: +0,0.78,477
Feb 08 2022 05: +0,0.78,245
Feb 08 2022 06: +0,0.78,519
Feb 08 2022 07: +0,0.78,438
Feb 08 2022 08: +0,0.78,647
Feb 08 2022 09: +0,0.78,828
Feb 08 2022 10: +0,0.78,595
Feb 08 2022 11: +0,0.785,553
Feb 08 2022 12: +0,0.77,500
Feb 08 2022 13: +0,0.767,471
Feb 08 2022 14: +0,0.76,432
Feb 08 2022 15: +0,0.78,899
Feb 08 2022 16: +0,0.78,723
Feb 08 2022 17: +0,0.774,787
Feb 08 2022 18: +0,0.78,805
Feb 08 2022 19: +0,0.78,798
Feb 08 2022 20: +0,0.78,677
Feb 08 2022 21: +0,0.783,479
Feb 08 2022 22: +0,0.786,685
Feb 08 2022 23: +0,0.785,270
Feb 09 2022 00: +0,0.78,268
Feb 09 2022 01: +0,0.78,274
Feb 09 2022 02: +0,0.778,184
Feb 09 2022 03: +0,0.772,214
Feb 09 2022 04: +0,0.78,348
Feb 09 2022 05: +0,0.778,505
Feb 09 2022 06: +0,0.777,299
Feb 09 2022 07: +0,0.777,495
Feb 09 2022 08: +0,0.774,158
Feb 09 2022 09: +0,0.77,205
Feb 09 2022 10: +0,0.77,392
Feb 09 2022 11: +0,0.77,473
Feb 09 2022 12: +0,0.76,268
Feb 09 2022 13: +0,0.77,799
Feb 09 2022 14: +0,0.77,646
Feb 09 2022 15: +0,0.76,933
Feb 09 2022 16: +0,0.73,1701
Feb 09 2022 17: +0,0.753,953
Feb 09 2022 18: +0,0.76,1015
Feb 09 2022 19: +0,0.769,819
Feb 09 2022 20: +0,0.768,968
Feb 09 2022 21: +0,0.76,672
Feb 09 2022 22: +0,0.77,495
Feb 09 2022 23: +0,0.746,394
Feb 10 2022 00: +0,0.77,268
Feb 10 2022 01: +0,0.77,166
Feb 10 2022 02: +0,0.77,254
Feb 10 2022 03: +0,0.77,230
Feb 10 2022 04: +0,0.768,214
Feb 10 2022 05: +0,0.77,292
Feb 10 2022 06: +0,0.77,199
Feb 10 2022 07: +0,0.77,272
Feb 10 2022 08: +0,0.76,326
Feb 10 2022 09: +0,0.77,334
Feb 10 2022 10: +0,0.77,321
Feb 10 2022 11: +0,0.769,388
Feb 10 2022 12: +0,0.77,602
Feb 10 2022 13: +0,0.769,748
Feb 10 2022 14: +0,0.77,923
Feb 10 2022 15: +0,0.76,455
Feb 10 2022 16: +0,0.754,630
Feb 10 2022 17: +0,0.76,1454
Feb 10 2022 18: +0,0.761,758
Feb 10 2022 19: +0,0.763,734
Feb 10 2022 20: +0,0.76,631
Feb 10 2022 21: +0,0.743,766
Feb 10 2022 22: +0,0.748,485
Feb 10 2022 23: +0,0.749,481
Feb 11 2022 00: +0,0.745,326
Feb 11 2022 01: +0,0.764,587
Feb 11 2022 02: +0,0.77,600
Feb 11 2022 03: +0,0.772,217
Feb 11 2022 04: +0,0.77,302
Feb 11 2022 05: +0,0.77,330
Feb 11 2022 06: +0,0.775,349
Feb 11 2022 07: +0,0.77,504
Feb 11 2022 08: +0,0.767,366
Feb 11 2022 09: +0,0.76,316
Feb 11 2022 10: +0,0.768,291
Feb 11 2022 11: +0,0.76,258
Feb 11 2022 12: +0,0.77,715
Feb 11 2022 13: +0,0.77,894
Feb 11 2022 14: +0,0.773,942
Feb 11 2022 15: +0,0.773,1248
Feb 11 2022 16: +0,0.775,965
Feb 11 2022 17: +0,0.776,916
Feb 11 2022 18: +0,0.773,1151
Feb 11 2022 19: +0,0.778,1059
Feb 11 2022 20: +0,0.77,1257
Feb 11 2022 21: +0,0.77,968
Feb 11 2022 22: +0,0.76,871
Feb 11 2022 23: +0,0.77,767
Feb 12 2022 00: +0,0.771,551
Feb 12 2022 01: +0,0.77,522
Feb 12 2022 02: +0,0.77,580
Feb 12 2022 03: +0,0.77,533
Feb 12 2022 04: +0,0.77,610
Feb 12 2022 05: +0,0.77,434
Feb 12 2022 06: +0,0.77,502
Feb 12 2022 07: +0,0.776,470
Feb 12 2022 08: +0,0.772,448
Feb 12 2022 09: +0,0.775,588
Feb 12 2022 10: +0,0.77,852
Feb 12 2022 11: +0,0.77,1458
Feb 12 2022 12: +0,0.774,626
Feb 12 2022 13: +0,0.776,895
Feb 12 2022 14: +0,0.77,391
Feb 12 2022 15: +0,0.773,1073
Feb 12 2022 16: +0,0.75,419
Feb 12 2022 17: +0,0.77,1044
Feb 12 2022 18: +0,0.76,789
Feb 12 2022 19: +0,0.77,1450
Feb 12 2022 20: +0,0.78,742
Feb 12 2022 21: +0,0.78,697
Feb 12 2022 22: +0,0.772,892
Feb 12 2022 23: +0,0.776,639
Feb 13 2022 00: +0,0.778,734
Feb 13 2022 01: +0,0.773,830
Feb 13 2022 02: +0,0.773,457
Feb 13 2022 03: +0,0.772,453
Feb 13 2022 04: +0,0.773,536
Feb 13 2022 05: +0,0.78,357
Feb 13 2022 06: +0,0.78,691
Feb 13 2022 07: +0,0.78,770
Feb 13 2022 08: +0,0.78,859
Feb 13 2022 09: +0,0.78,460
Feb 13 2022 10: +0,0.78,688
Feb 13 2022 11: +0,0.77,556
Feb 13 2022 12: +0,0.78,440
Feb 13 2022 13: +0,0.78,718
Feb 13 2022 14: +0,0.77,627
Feb 13 2022 15: +0,0.765,661
Feb 13 2022 16: +0,0.764,949
Feb 13 2022 17: +0,0.77,748
Feb 13 2022 18: +0,0.772,752
Feb 13 2022 19: +0,0.77,776
Feb 13 2022 20: +0,0.77,520
Feb 13 2022 21: +0,0.77,391
Feb 13 2022 22: +0,0.772,315
Feb 13 2022 23: +0,0.73,298
Feb 14 2022 00: +0,0.74,377
Feb 14 2022 01: +0,0.768,270
Feb 14 2022 02: +0,0.77,175
Feb 14 2022 03: +0,0.77,351
Feb 14 2022 04: +0,0.77,357
Feb 14 2022 05: +0,0.77,528
Feb 14 2022 06: +0,0.77,328
Feb 14 2022 07: +0,0.77,468
Feb 14 2022 08: +0,0.766,318
Feb 14 2022 09: +0,0.77,669
Feb 14 2022 10: +0,0.778,413
Feb 14 2022 11: +0,0.77,569
Feb 14 2022 12: +0,0.762,259
Feb 14 2022 13: +0,0.765,569
Feb 14 2022 14: +0,0.766,545
Feb 14 2022 15: +0,0.77,643
Feb 14 2022 16: +0,0.751,857
Feb 14 2022 17: +0,0.76,755
Feb 14 2022 18: +0,0.772,652
Feb 14 2022 19: +0,0.78,827
Feb 14 2022 20: +0,0.77,662
Feb 14 2022 21: +0,0.773,780
Feb 14 2022 22: +0,0.746,483
Feb 14 2022 23: +0,0.746,556
Feb 15 2022 00: +0,0.76,217
Feb 15 2022 01: +0,0.775,481
Feb 15 2022 02: +0,0.78,399
Feb 15 2022 03: +0,0.77,395
Feb 15 2022 04: +0,0.78,449
Feb 15 2022 05: +0,0.78,550
Feb 15 2022 06: +0,0.77,312
Feb 15 2022 07: +0,0.77,233
Feb 15 2022 08: +0,0.768,571
Feb 15 2022 09: +0,0.77,740
Feb 15 2022 10: +0,0.771,308
Feb 15 2022 11: +0,0.76,521
Feb 15 2022 12: +0,0.776,647
Feb 15 2022 13: +0,0.76,426
Feb 15 2022 14: +0,0.769,383
Feb 15 2022 15: +0,0.76,919
Feb 15 2022 16: +0,0.77,1016
Feb 15 2022 17: +0,0.75,819
Feb 15 2022 18: +0,0.762,1074
Feb 15 2022 19: +0,0.76,756
Feb 15 2022 20: +0,0.76,940
Feb 15 2022 21: +0,0.77,526
Feb 15 2022 22: +0,0.783,767
Feb 15 2022 23: +0,0.78,598
Feb 16 2022 00: +0,0.781,277
Feb 16 2022 01: +0,0.748,200
Feb 16 2022 02: +0,0.77,449
Feb 16 2022 03: +0,0.77,656
Feb 16 2022 04: +0,0.77,761
Feb 16 2022 05: +0,0.778,739
Feb 16 2022 06: +0,0.77,538
Feb 16 2022 07: +0,0.768,528
Feb 16 2022 08: +0,0.768,448
Feb 16 2022 09: +0,0.771,480
Feb 16 2022 10: +0,0.771,545
Feb 16 2022 11: +0,0.771,514
Feb 16 2022 12: +0,0.769,434
Feb 16 2022 13: +0,0.76,407
Feb 16 2022 14: +0,0.749,341
Feb 16 2022 15: +0,0.76,558
Feb 16 2022 16: +0,0.749,469
Feb 16 2022 17: +0,0.741,554
Feb 16 2022 18: +0,0.72,482
Feb 16 2022 19: +0,0.75,455
Feb 16 2022 20: +0,0.749,524
Feb 16 2022 21: +0,0.737,416
Feb 16 2022 22: +0,0.752,502
Feb 16 2022 23: +0,0.749,193
Feb 17 2022 00: +0,0.76,232
Feb 17 2022 01: +0,0.77,377
Feb 17 2022 02: +0,0.76,236
Feb 17 2022 03: +0,0.76,252
Feb 17 2022 04: +0,0.755,181
Feb 17 2022 05: +0,0.76,357
Feb 17 2022 06: +0,0.761,324
Feb 17 2022 07: +0,0.76,314
Feb 17 2022 08: +0,0.77,179
Feb 17 2022 09: +0,0.76,283
Feb 17 2022 10: +0,0.756,266
Feb 17 2022 11: +0,0.749,192
Feb 17 2022 12: +0,0.76,349
Feb 17 2022 13: +0,0.759,448
Feb 17 2022 14: +0,0.751,470
Feb 17 2022 15: +0,0.75,442
Feb 17 2022 16: +0,0.749,483
Feb 17 2022 17: +0,0.76,676
Feb 17 2022 18: +0,0.75,291
Feb 17 2022 19: +0,0.76,471
Feb 17 2022 20: +0,0.75,568
Feb 17 2022 21: +0,0.75,396
Feb 17 2022 22: +0,0.75,296
Feb 17 2022 23: +0,0.77,448
Feb 18 2022 00: +0,0.77,302
Feb 18 2022 01: +0,0.697,519
Feb 18 2022 02: +0,0.772,490
Feb 18 2022 03: +0,0.77,523
Feb 18 2022 04: +0,0.77,591
Feb 18 2022 05: +0,0.77,458
Feb 18 2022 06: +0,0.77,460
Feb 18 2022 07: +0,0.76,397
Feb 18 2022 08: +0,0.76,645
Feb 18 2022 09: +0,0.77,388
Feb 18 2022 10: +0,0.77,618
Feb 18 2022 11: +0,0.77,441
Feb 18 2022 12: +0,0.78,1096
Feb 18 2022 13: +0,0.773,633
Feb 18 2022 14: +0,0.78,613
Feb 18 2022 15: +0,0.778,550
Feb 18 2022 16: +0,0.775,598
Feb 18 2022 17: +0,0.77,587
Feb 18 2022 18: +0,0.775,753
Feb 18 2022 19: +0,0.775,1087
Feb 18 2022 20: +0,0.782,915
Feb 18 2022 21: +0,0.78,623
Feb 18 2022 22: +0,0.753,693
Feb 18 2022 23: +0,0.749,534
Feb 19 2022 00: +0,0.75,363
Feb 19 2022 01: +0,0.75,218
Feb 19 2022 02: +0,0.75,385
Feb 19 2022 03: +0,0.78,562
Feb 19 2022 04: +0,0.78,437
Feb 19 2022 05: +0,0.775,584
Feb 19 2022 06: +0,0.78,941
Feb 19 2022 07: +0,0.77,634
Feb 19 2022 08: +0,0.77,398
Feb 19 2022 09: +0,0.77,481
Feb 19 2022 10: +0,0.77,445
Feb 19 2022 11: +0,0.767,426
Feb 19 2022 12: +0,0.76,502
Feb 19 2022 13: +0,0.755,580
Feb 19 2022 14: +0,0.76,982
Feb 19 2022 15: +0,0.77,693
Feb 19 2022 16: +0,0.77,824
Feb 19 2022 17: +0,0.77,909
Feb 19 2022 18: +0,0.76,863
Feb 19 2022 19: +0,0.77,1146
Feb 19 2022 20: +0,0.775,987
Feb 19 2022 21: +0,0.782,901
Feb 19 2022 22: +0,0.78,449
Feb 19 2022 23: +0,0.783,408
Feb 20 2022 00: +0,0.76,332
Feb 20 2022 01: +0,0.78,553
Feb 20 2022 02: +0,0.78,372
Feb 20 2022 03: +0,0.77,409
Feb 20 2022 04: +0,0.76,434
Feb 20 2022 05: +0,0.769,467
Feb 20 2022 06: +0,0.78,922
Feb 20 2022 07: +0,0.78,725
Feb 20 2022 08: +0,0.783,393
Feb 20 2022 09: +0,0.782,596
Feb 20 2022 10: +0,0.78,311
Feb 20 2022 11: +0,0.77,448
Feb 20 2022 12: +0,0.755,300
Feb 20 2022 13: +0,0.749,211
Feb 20 2022 14: +0,0.74,430
Feb 20 2022 15: +0,0.755,668
Feb 20 2022 16: +0,0.758,442
Feb 20 2022 17: +0,0.75,473
Feb 20 2022 18: +0,0.681,704
Feb 20 2022 19: +0,0.766,906
Feb 20 2022 20: +0,0.769,713
Feb 20 2022 21: +0,0.767,843
Feb 20 2022 22: +0,0.771,555
Feb 20 2022 23: +0,0.731,278
Feb 21 2022 00: +0,0.749,280
Feb 21 2022 01: +0,0.739,201
Feb 21 2022 02: +0,0.751,538
Feb 21 2022 03: +0,0.75,594
Feb 21 2022 04: +0,0.758,548
Feb 21 2022 05: +0,0.77,475
Feb 21 2022 06: +0,0.76,992
Feb 21 2022 07: +0,0.77,1063
Feb 21 2022 08: +0,0.77,712
Feb 21 2022 09: +0,0.77,128
Feb 21 2022 10: +0,0.77,373
Feb 21 2022 11: +0,0.769,307
Feb 21 2022 12: +0,0.777,358
Feb 21 2022 13: +0,0.757,213
Feb 21 2022 14: +0,0.77,505
Feb 21 2022 15: +0,0.77,642
Feb 21 2022 16: +0,0.759,437
Feb 21 2022 17: +0,0.76,863
Feb 21 2022 18: +0,0.757,421
Feb 21 2022 19: +0,0.763,562
Feb 21 2022 20: +0,0.76,487
Feb 21 2022 21: +0,0.75,283
Feb 21 2022 22: +0,0.749,234
Feb 21 2022 23: +0,0.76,551
Feb 22 2022 00: +0,0.76,208
Feb 22 2022 01: +0,0.76,262
Feb 22 2022 02: +0,0.75,157
Feb 22 2022 03: +0,0.75,358
Feb 22 2022 04: +0,0.748,267
Feb 22 2022 05: +0,0.75,574
Feb 22 2022 06: +0,0.757,440
Feb 22 2022 07: +0,0.755,338
Feb 22 2022 08: +0,0.758,507
Feb 22 2022 09: +0,0.756,357
Feb 22 2022 10: +0,0.77,713
Feb 22 2022 11: +0,0.767,632
Feb 22 2022 12: +0,0.755,453
Feb 22 2022 13: +0,0.76,574
Feb 22 2022 14: +0,0.772,926
Feb 22 2022 15: +0,0.77,927
Feb 22 2022 16: +0,0.774,871
Feb 22 2022 17: +0,0.78,820
Feb 22 2022 18: +0,0.76,697
Feb 22 2022 19: +0,0.766,568
Feb 22 2022 20: +0,0.755,492
Feb 22 2022 21: +0,0.75,566
Feb 22 2022 22: +0,0.748,476
Feb 22 2022 23: +0,0.737,428
Feb 23 2022 00: +0,0.71,456
Feb 23 2022 01: +0,0.726,473
Feb 23 2022 02: +0,0.74,411
Feb 23 2022 03: +0,0.75,255
Feb 23 2022 04: +0,0.74,334
Feb 23 2022 05: +0,0.73,346
Feb 23 2022 06: +0,0.73,468
Feb 23 2022 07: +0,0.74,510
Feb 23 2022 08: +0,0.715,263
Feb 23 2022 09: +0,0.72,823
Feb 23 2022 10: +0,0.73,448
Feb 23 2022 11: +0,0.737,492
Feb 23 2022 12: +0,0.737,748
Feb 23 2022 13: +0,0.73,673
Feb 23 2022 14: +0,0.74,801
Feb 23 2022 15: +0,0.74,547
Feb 23 2022 16: +0,0.73,748
Feb 23 2022 17: +0,0.739,766
Feb 23 2022 18: +0,0.73,623
Feb 23 2022 19: +0,0.716,858
Feb 23 2022 20: +0,0.704,781
Feb 23 2022 21: +0,0.726,515
Feb 23 2022 22: +0,0.74,653
Feb 23 2022 23: +0,0.726,482
Feb 24 2022 00: +0,0.74,285
Feb 24 2022 01: +0,0.742,260
Feb 24 2022 02: +0,0.738,560
Feb 24 2022 03: +0,0.74,369
Feb 24 2022 04: +0,0.742,428
Feb 24 2022 05: +0,0.75,651
Feb 24 2022 06: +0,0.758,603
Feb 24 2022 07: +0,0.76,581
Feb 24 2022 08: +0,0.748,1425
Feb 24 2022 09: +0,0.758,933
Feb 24 2022 10: +0,0.748,623
Feb 24 2022 11: +0,0.748,828
Feb 24 2022 12: +0,0.75,624
Feb 24 2022 13: +0,0.75,555
Feb 24 2022 14: +0,0.749,568
Feb 24 2022 15: +0,0.75,552
Feb 24 2022 16: +0,0.755,816
Feb 24 2022 17: +0,0.77,888
Feb 24 2022 18: +0,0.77,843
Feb 24 2022 19: +0,0.76,645
Feb 24 2022 20: +0,0.748,638
Feb 24 2022 21: +0,0.77,1147
Feb 24 2022 22: +0,0.78,647
Feb 24 2022 23: +0,0.78,488
Feb 25 2022 00: +0,0.78,457
Feb 25 2022 01: +0,0.78,506
Feb 25 2022 02: +0,0.78,610
Feb 25 2022 03: +0,0.777,527
Feb 25 2022 04: +0,0.76,217
Feb 25 2022 05: +0,0.77,326
Feb 25 2022 06: +0,0.763,410
Feb 25 2022 07: +0,0.77,827
Feb 25 2022 08: +0,0.77,508
Feb 25 2022 09: +0,0.78,545
Feb 25 2022 10: +0,0.78,690
Feb 25 2022 11: +0,0.785,542
Feb 25 2022 12: +0,0.78,791
Feb 25 2022 13: +0,0.778,877
Feb 25 2022 14: +0,0.781,815
Feb 25 2022 15: +0,0.783,723
Feb 25 2022 16: +0,0.784,843
Feb 25 2022 17: +0,0.782,1143
Feb 25 2022 18: +0,0.786,835
Feb 25 2022 19: +0,0.785,802
Feb 25 2022 20: +0,0.782,800
Feb 25 2022 21: +0,0.782,894
Feb 25 2022 22: +0,0.78,926
Feb 25 2022 23: +0,0.74,819
Feb 26 2022 00: +0,0.759,884
Feb 26 2022 01: +0,0.76,941
Feb 26 2022 02: +0,0.76,484
Feb 26 2022 03: +0,0.77,1250
Feb 26 2022 04: +0,0.777,513
Feb 26 2022 05: +0,0.77,350
Feb 26 2022 06: +0,0.78,300
Feb 26 2022 07: +0,0.78,417
Feb 26 2022 08: +0,0.78,220
Feb 26 2022 09: +0,0.78,567
Feb 26 2022 10: +0,0.78,459
Feb 26 2022 11: +0,0.788,1034
Feb 26 2022 12: +0,0.78,674
Feb 26 2022 13: +0,0.769,880
Feb 26 2022 14: +0,0.788,768
Feb 26 2022 15: +0,0.783,1294
Feb 26 2022 16: +0,0.78,902
Feb 26 2022 17: +0,0.783,762
Feb 26 2022 18: +0,0.791,879
Feb 26 2022 19: +0,0.791,630
Feb 26 2022 20: +0,0.791,580
Feb 26 2022 21: +0,0.791,732
Feb 26 2022 22: +0,0.78,416
Feb 26 2022 23: +0,0.78,643
Feb 27 2022 00: +0,0.791,500
Feb 27 2022 01: +0,0.794,430
Feb 27 2022 02: +0,0.8,792
Feb 27 2022 03: +0,0.792,350
Feb 27 2022 04: +0,0.8,504
Feb 27 2022 05: +0,0.791,382
Feb 27 2022 06: +0,0.792,251
Feb 27 2022 07: +0,0.792,415
Feb 27 2022 08: +0,0.794,430
Feb 27 2022 09: +0,0.793,482
Feb 27 2022 10: +0,0.794,712
Feb 27 2022 11: +0,0.795,501
Feb 27 2022 12: +0,0.779,411
Feb 27 2022 13: +0,0.795,522
Feb 27 2022 14: +0,0.788,342
Feb 27 2022 15: +0,0.8,1147
Feb 27 2022 16: +0,0.8,923
Feb 27 2022 17: +0,0.8,963
Feb 27 2022 18: +0,0.794,664
Feb 27 2022 19: +0,0.791,573
Feb 27 2022 20: +0,0.794,729
Feb 27 2022 21: +0,0.8,477
Feb 27 2022 22: +0,0.8,538
Feb 27 2022 23: +0,0.802,460
Feb 28 2022 00: +0,0.8,269
Feb 28 2022 01: +0,0.8,579
Feb 28 2022 02: +0,0.81,331
Feb 28 2022 03: +0,0.81,364
Feb 28 2022 04: +0,0.807,631
Feb 28 2022 05: +0,0.802,393
Feb 28 2022 06: +0,0.81,443
Feb 28 2022 07: +0,0.808,971
Feb 28 2022 08: +0,0.807,297
Feb 28 2022 09: +0,0.813,1048
Feb 28 2022 10: +0,0.81,603
Feb 28 2022 11: +0,0.813,454
Feb 28 2022 12: +0,0.813,345
Feb 28 2022 13: +0,0.813,352
Feb 28 2022 14: +0,0.813,642
Feb 28 2022 15: +0,0.816,1125
Feb 28 2022 16: +0,0.81,1050
Feb 28 2022 17: +0,0.813,762
Feb 28 2022 18: +0,0.806,502
Feb 28 2022 19: +0,0.802,683
Feb 28 2022 20: +0,0.802,409
Feb 28 2022 21: +0,0.8,291
Feb 28 2022 22: +0,0.8,538
Feb 28 2022 23: +0,0.72,1007
Mar 01 2022 00: +0,0.711,235
Mar 01 2022 01: +0,0.72,374
Mar 01 2022 02: +0,0.72,589
Mar 01 2022 03: +0,0.721,370
Mar 01 2022 04: +0,0.74,560
Mar 01 2022 05: +0,0.74,772
Mar 01 2022 06: +0,0.748,887
Mar 01 2022 07: +0,0.767,374
Mar 01 2022 08: +0,0.772,630
Mar 01 2022 09: +0,0.766,774
Mar 01 2022 10: +0,0.78,532
Mar 01 2022 11: +0,0.785,856
Mar 01 2022 12: +0,0.805,924
Mar 01 2022 13: +0,0.808,946
Mar 01 2022 14: +0,0.804,928
Mar 01 2022 15: +0,0.808,1033
Mar 01 2022 16: +0,0.808,758
Mar 01 2022 17: +0,0.81,957
Mar 01 2022 18: +0,0.818,924
Mar 01 2022 19: +0,0.81,1017
Mar 01 2022 20: +0,0.811,438
Mar 01 2022 21: +0,0.81,550
Mar 01 2022 22: +0,0.803,359
Mar 01 2022 23: +0,0.79,486
Mar 02 2022 00: +0,0.78,231
Mar 02 2022 01: +0,0.785,481
Mar 02 2022 02: +0,0.78,323
Mar 02 2022 03: +0,0.8,1046
Mar 02 2022 04: +0,0.8,699
Mar 02 2022 05: +0,0.81,912
Mar 02 2022 06: +0,0.81,772
Mar 02 2022 07: +0,0.82,1106
Mar 02 2022 08: +0,0.82,339
Mar 02 2022 09: +0,0.816,244
Mar 02 2022 10: +0,0.814,318
Mar 02 2022 11: +0,0.803,271
Mar 02 2022 12: +0,0.814,387
Mar 02 2022 13: +0,0.814,448
Mar 02 2022 14: +0,0.814,789
Mar 02 2022 15: +0,0.812,761
Mar 02 2022 16: +0,0.814,1456
Mar 02 2022 17: +0,0.814,958
Mar 02 2022 18: +0,0.81,911
Mar 02 2022 19: +0,0.794,748
Mar 02 2022 20: +0,0.803,697
Mar 02 2022 21: +0,0.803,671
Mar 02 2022 22: +0,0.8,563
Mar 02 2022 23: +0,0.76,332
Mar 03 2022 00: +0,0.771,358
Mar 03 2022 01: +0,0.77,500
Mar 03 2022 02: +0,0.78,618
Mar 03 2022 03: +0,0.806,475
Mar 03 2022 04: +0,0.81,548
Mar 03 2022 05: +0,0.823,649
Mar 03 2022 06: +0,0.828,731
Mar 03 2022 07: +0,0.817,361
Mar 03 2022 08: +0,0.82,472
Mar 03 2022 09: +0,0.81,222
Mar 03 2022 10: +0,0.821,700
Mar 03 2022 11: +0,0.82,500
Mar 03 2022 12: +0,0.821,484
